"filename", "language", "SCSS", "HTML", "CSS", "JSON", "Batch", "PostgreSQL", "Markdown", "TypeScript", "JavaScript", "Stylus", "Vue", "XML", "Log", "Shell Script", "comment", "blank", "total"
"c:\repos\hug-moms\src\app\delivery-follow-up\delivery-follow-up.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 222, 0, 0, 0, 0, 0, 0, 1, 42, 265
"c:\repos\hug-moms\src\app\delivery-history\delivery-history.component.html", "HTML", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12
"c:\repos\hug-moms\src\app\delivery-history\delivery-history.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\repos\hug-moms\src\app\delivery-history\delivery-history.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 365, 0, 0, 0, 0, 0, 0, 0, 46, 411
"c:\repos\hug-moms\src\app\delivery-reception\delivery-reception.component.html", "HTML", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"c:\repos\hug-moms\src\app\delivery-reception\delivery-reception.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\repos\hug-moms\src\app\delivery-reception\delivery-reception.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 154, 0, 0, 0, 0, 0, 0, 0, 25, 179
"c:\repos\hug-moms\src\app\distribution-map\distribution-map.component.html", "HTML", 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 57
"c:\repos\hug-moms\src\app\distribution-map\distribution-map.component.scss", "SCSS", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\repos\hug-moms\src\app\distribution-map\distribution-map.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 430, 0, 0, 0, 0, 0, 0, 17, 94, 541
"c:\repos\hug-moms\src\app\duplicate-families\duplicate-families.component.html", "HTML", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 25
"c:\repos\hug-moms\src\app\duplicate-families\duplicate-families.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\repos\hug-moms\src\app\duplicate-families\duplicate-families.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 225, 0, 0, 0, 0, 0, 0, 1, 23, 249
"c:\repos\hug-moms\src\app\edit-comment-dialog\edit-comment-dialog.component.html", "HTML", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 31
"c:\repos\hug-moms\src\app\edit-comment-dialog\edit-comment-dialog.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\repos\hug-moms\src\app\edit-comment-dialog\edit-comment-dialog.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 4, 26
"c:\repos\hug-moms\src\app\events\events.component.html", "HTML", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\repos\hug-moms\src\app\events\events.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\repos\hug-moms\src\app\events\events.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 147, 0, 0, 0, 0, 0, 0, 0, 12, 159
"c:\repos\hug-moms\src\app\events\events.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 297, 0, 0, 0, 0, 0, 0, 0, 22, 319
"c:\repos\hug-moms\src\app\families\BasketType.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 12, 69
"c:\repos\hug-moms\src\app\families\CallStatus.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 5, 18
"c:\repos\hug-moms\src\app\families\DeliveryStatus.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 106, 0, 0, 0, 0, 0, 0, 7, 16, 129
"c:\repos\hug-moms\src\app\families\FamilyDeliveries.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 703, 0, 0, 0, 0, 0, 0, 3, 66, 772
"c:\repos\hug-moms\src\app\families\FamilySources.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 5, 37
"c:\repos\hug-moms\src\app\families\FamilyStatus.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 8, 30
"c:\repos\hug-moms\src\app\families\YesNo.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 5, 16
"c:\repos\hug-moms\src\app\families\columnOrderAndWidthSaver.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 1, 57
"c:\repos\hug-moms\src\app\families\families.component.html", "HTML", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 55
"c:\repos\hug-moms\src\app\families\families.component.scss", "SCSS", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 24
"c:\repos\hug-moms\src\app\families\families.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 657, 0, 0, 0, 0, 0, 0, 0, 114, 771
"c:\repos\hug-moms\src\app\families\families.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 1059, 0, 0, 0, 0, 0, 0, 17, 134, 1210
"c:\repos\hug-moms\src\app\families\familyActions.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 418, 0, 0, 0, 0, 0, 0, 0, 44, 462
"c:\repos\hug-moms\src\app\families\familyActionsWiring.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 155, 0, 0, 0, 0, 0, 0, 0, 44, 199
"c:\repos\hug-moms\src\app\families\stats-action.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 17, 101
"c:\repos\hug-moms\src\app\family-deliveries\family-deliveries-actions.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 415, 0, 0, 0, 0, 0, 0, 1, 54, 470
"c:\repos\hug-moms\src\app\family-deliveries\family-deliveries-stats.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 188, 0, 0, 0, 0, 0, 0, 0, 25, 213
"c:\repos\hug-moms\src\app\family-deliveries\family-deliveries.component.html", "HTML", 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 59
"c:\repos\hug-moms\src\app\family-deliveries\family-deliveries.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\repos\hug-moms\src\app\family-deliveries\family-deliveries.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 905, 0, 0, 0, 0, 0, 0, 5, 85, 995
"c:\repos\hug-moms\src\app\family-in-list\family-in-list.component.html", "HTML", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 27
"c:\repos\hug-moms\src\app\family-in-list\family-in-list.component.scss", "SCSS", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"c:\repos\hug-moms\src\app\family-in-list\family-in-list.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 16, 84
"c:\repos\hug-moms\src\app\family-info\family-info.component.html", "HTML", 0, 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 143
"c:\repos\hug-moms\src\app\family-info\family-info.component.scss", "SCSS", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 29
"c:\repos\hug-moms\src\app\family-info\family-info.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 197, 0, 0, 0, 0, 0, 0, 0, 30, 227
"c:\repos\hug-moms\src\app\grid-dialog\grid-dialog.component.html", "HTML", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 21
"c:\repos\hug-moms\src\app\grid-dialog\grid-dialog.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\repos\hug-moms\src\app\grid-dialog\grid-dialog.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 15, 85
"c:\repos\hug-moms\src\app\helper-assignment\helper-assignment.component.html", "HTML", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 17
"c:\repos\hug-moms\src\app\helper-assignment\helper-assignment.component.scss", "SCSS", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
"c:\repos\hug-moms\src\app\helper-assignment\helper-assignment.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 5, 38
"c:\repos\hug-moms\src\app\helper-families\helper-families.component.html", "HTML", 0, 265, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 304
"c:\repos\hug-moms\src\app\helper-families\helper-families.component.scss", "SCSS", 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 79
"c:\repos\hug-moms\src\app\helper-families\helper-families.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 607, 0, 0, 0, 0, 0, 0, 1, 71, 679
"c:\repos\hug-moms\src\app\helper-families\move-deliveries-helper.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 8, 55
"c:\repos\hug-moms\src\app\helper-gifts\HelperGifts.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 147, 0, 0, 0, 0, 0, 0, 1, 18, 166
"c:\repos\hug-moms\src\app\helper-gifts\helper-gifts.component.html", "HTML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\repos\hug-moms\src\app\helper-gifts\helper-gifts.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\repos\hug-moms\src\app\helper-gifts\helper-gifts.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 3, 42
"c:\repos\hug-moms\src\app\helper-gifts\my-gifts-dialog.component.html", "HTML", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26
"c:\repos\hug-moms\src\app\helper-gifts\my-gifts-dialog.component.scss", "SCSS", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"c:\repos\hug-moms\src\app\helper-gifts\my-gifts-dialog.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 7, 70
"c:\repos\hug-moms\src\app\helpers\helpers.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\repos\hug-moms\src\app\helpers\helpers.component.html", "HTML", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 19
"c:\repos\hug-moms\src\app\helpers\helpers.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0, 0, 0, 0, 53, 341
"c:\repos\hug-moms\src\app\helpers\helpers.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 687, 0, 0, 0, 0, 0, 0, 2, 114, 803
"c:\repos\hug-moms\src\app\import-from-excel\import-from-excel.component.html", "HTML", 0, 242, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 281
"c:\repos\hug-moms\src\app\import-from-excel\import-from-excel.component.scss", "SCSS", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 38
"c:\repos\hug-moms\src\app\import-from-excel\import-from-excel.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 1591, 0, 0, 0, 0, 0, 0, 34, 178, 1803
"c:\repos\hug-moms\src\app\import-gifts\import-from-excel.component.html", "HTML", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\repos\hug-moms\src\app\import-gifts\import-from-excel.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 2, 10, 72
"c:\repos\hug-moms\src\app\import-helpers-from-excel\import-helpers-from-excel.component.html", "HTML", 0, 188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 221
"c:\repos\hug-moms\src\app\import-helpers-from-excel\import-helpers-from-excel.component.scss", "SCSS", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22
"c:\repos\hug-moms\src\app\import-helpers-from-excel\import-helpers-from-excel.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 665, 0, 0, 0, 0, 0, 0, 3, 113, 781
"c:\repos\hug-moms\src\app\in-route-follow-up\in-route-follow-up.component.html", "HTML", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 22
"c:\repos\hug-moms\src\app\in-route-follow-up\in-route-follow-up.component.scss", "SCSS", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\repos\hug-moms\src\app\in-route-follow-up\in-route-follow-up.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 187, 0, 0, 0, 0, 0, 0, 0, 19, 206
"c:\repos\hug-moms\src\app\in-route-follow-up\in-route-helpers.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 218, 0, 0, 0, 0, 0, 0, 0, 18, 236
"c:\repos\hug-moms\src\app\languages\donor.json", "JSON", 0, 0, 0, 3343, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3343
"c:\repos\hug-moms\src\app\languages\donor.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 836, 0, 0, 0, 0, 0, 0, 0, 0, 836
"c:\repos\hug-moms\src\app\languages\en.json", "JSON", 0, 0, 0, 3629, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3629
"c:\repos\hug-moms\src\app\languages\en.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 836, 0, 0, 0, 0, 0, 0, 0, 0, 836
"c:\repos\hug-moms\src\app\languages\es.json", "JSON", 0, 0, 0, 4169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4169
"c:\repos\hug-moms\src\app\languages\es.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 836, 0, 0, 0, 0, 0, 0, 0, 0, 836
"c:\repos\hug-moms\src\app\languages\italy.json", "JSON", 0, 0, 0, 4169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4169
"c:\repos\hug-moms\src\app\languages\italy.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 836, 0, 0, 0, 0, 0, 0, 0, 0, 836
"c:\repos\hug-moms\src\app\languages\soldier.json", "JSON", 0, 0, 0, 3334, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3334
"c:\repos\hug-moms\src\app\languages\soldier.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 836, 0, 0, 0, 0, 0, 0, 0, 0, 836
"c:\repos\hug-moms\src\app\login-from-sms\login-from-sms.component.html", "HTML", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\repos\hug-moms\src\app\login-from-sms\login-from-sms.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\repos\hug-moms\src\app\login-from-sms\login-from-sms.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 10, 42
"c:\repos\hug-moms\src\app\manage\ApplicationImages.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 3, 24
"c:\repos\hug-moms\src\app\manage\ApplicationSettings.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 478, 0, 0, 0, 0, 0, 0, 0, 54, 532
"c:\repos\hug-moms\src\app\manage\distribution-centers.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 141, 0, 0, 0, 0, 0, 0, 0, 24, 165
"c:\repos\hug-moms\src\app\manage\groups.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 3, 15
"c:\repos\hug-moms\src\app\manage\manage.component.html", "HTML", 0, 258, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 296
"c:\repos\hug-moms\src\app\manage\manage.component.scss", "SCSS", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16
"c:\repos\hug-moms\src\app\manage\manage.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 596, 0, 0, 0, 0, 0, 0, 0, 68, 664
"c:\repos\hug-moms\src\app\map\map.component.html", "HTML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\repos\hug-moms\src\app\map\map.component.scss", "SCSS", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13
"c:\repos\hug-moms\src\app\map\map.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 232, 0, 0, 0, 0, 0, 0, 7, 41, 280
"c:\repos\hug-moms\src\app\merge-families\merge-families.component.html", "HTML", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 40
"c:\repos\hug-moms\src\app\merge-families\merge-families.component.scss", "SCSS", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 22
"c:\repos\hug-moms\src\app\merge-families\merge-families.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 164, 0, 0, 0, 0, 0, 0, 0, 21, 185
"c:\repos\hug-moms\src\app\mlt-families\mlt-families.component.html", "HTML", 0, 238, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 268
"c:\repos\hug-moms\src\app\mlt-families\mlt-families.component.scss", "SCSS", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"c:\repos\hug-moms\src\app\mlt-families\mlt-families.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 374, 0, 0, 0, 0, 0, 0, 0, 58, 432
"c:\repos\hug-moms\src\app\model-shared\types.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 599, 0, 0, 0, 0, 0, 0, 16, 75, 690
"c:\repos\hug-moms\src\app\my-families\my-families.component.html", "HTML", 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 117
"c:\repos\hug-moms\src\app\my-families\my-families.component.scss", "SCSS", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16
"c:\repos\hug-moms\src\app\my-families\my-families.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 133, 0, 0, 0, 0, 0, 0, 0, 19, 152
"c:\repos\hug-moms\src\app\my-families\user-families.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 201, 0, 0, 0, 0, 0, 0, 0, 30, 231
"c:\repos\hug-moms\src\app\news\news-filter-service.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 4, 50
"c:\repos\hug-moms\src\app\news\news.component.html", "HTML", 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 64
"c:\repos\hug-moms\src\app\news\news.component.scss", "SCSS", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"c:\repos\hug-moms\src\app\news\news.component.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 106, 0, 0, 0, 0, 0, 0, 0, 25, 131
"c:\repos\hug-moms\src\app\news\test.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 3, 7
